min,max,mean,median,std_dev,1st_quantile,2nd_quantile,3rd_quantile
0.5078984407915854,0.6752186015037959,0.5939553627572489,0.5935001851622269,0.031224238354569764,0.5736625439504132,0.5935001851622269,0.6138760178748807
0.5058945455807183,0.673844002799231,0.5976273038654124,0.5996548514252679,0.03111071119964992,0.5787425995223806,0.5996548514252679,0.6171977609674753
0.487502048561487,0.6715586383223948,0.5972351521036482,0.6003873502109827,0.03556225920297908,0.5719661096512785,0.6003873502109827,0.624568903691831
0.49389746491904796,0.6709419913779012,0.6015837550087775,0.6040585236585452,0.032354193702439485,0.5827917180345203,0.6040585236585452,0.6228917565569315
0.5084705490690978,0.6565886032674759,0.6043430674679736,0.6077192014267951,0.027009212090778233,0.5864157695693833,0.6077192014267951,0.6244032395003285
0.48814316895259385,0.6993156238131227,0.6008597511890685,0.5999598519482898,0.03973645666298128,0.5729194520687837,0.5999598519482898,0.6279724202911436
0.48906004786257506,0.689583936174327,0.6030647936648841,0.6041176967735509,0.03693321273965106,0.5789599833411209,0.6041176967735509,0.6300739898392429
0.5050422815053144,0.7019248468459137,0.6042812229815356,0.6049566748053267,0.038903494769051035,0.5774788982956708,0.6049566748053267,0.6327066408099355
0.4994310181461704,0.6873799132459226,0.6115587507356512,0.6118164549612162,0.03159764366026201,0.5941735936603559,0.6118164549612162,0.6323466372781558
0.3923863184360701,0.7098347421855907,0.6004378061743179,0.6078327420744946,0.05262792559913607,0.5721684916998965,0.6078327420744946,0.6383820322283205
0.46759265440481274,0.6973411455048086,0.610983443515884,0.615363373561008,0.040925347074780405,0.5870236469919432,0.615363373561008,0.64127140333701
0.42559257316580706,0.7190936552391406,0.6031488224175457,0.6093347065523365,0.049413351655191555,0.5727675127898888,0.6093347065523365,0.6403338344046574
0.42477832580853075,0.7258980697058587,0.6104823496204056,0.6138531878990225,0.044887453447602345,0.5874908203057146,0.6138531878990225,0.6402761858821268
0.49613441841256634,0.7308241851506662,0.6135785101157897,0.6123543313083885,0.039419744218029594,0.5872871745386637,0.6123543313083885,0.6387824216589096
0.46686489615173876,0.7160957087690385,0.611479999739036,0.6163800759836366,0.04671936465944725,0.581545566078125,0.6163800759836366,0.6457620978507266
0.4735422736081643,0.7092541058071564,0.6193663547446218,0.6219710985051279,0.03771100306541688,0.5963501959989191,0.6219710985051279,0.6459071276817971
0.5048085790842952,0.7160848464428955,0.618752684151578,0.62222297747411,0.04117734275403608,0.590569548551975,0.62222297747411,0.6471063747014794
0.34157099208064867,0.72989276882258,0.6095537615082016,0.6193491106367697,0.05918043142869402,0.5753323921108983,0.6193491106367697,0.6511350615586884
0.44051071064557124,0.7211276822356835,0.6170794611263609,0.621891265445557,0.04554288792127714,0.5908242280688456,0.621891265445557,0.649015948769135
0.3948603286855427,0.7411499400414903,0.612965607174569,0.6199396227399052,0.05184330044929143,0.583191923375201,0.6199396227399052,0.647763138516288
0.4354200135639303,0.7446975826424481,0.614757962274694,0.6202376121074223,0.04832078659967544,0.5845082972470353,0.6202376121074223,0.6491548178509211
0.4779222195520829,0.7225199802896282,0.6179789957040497,0.6200051514350011,0.043839259837677384,0.5900993469807614,0.6200051514350011,0.6503185106270725
0.43344838910496014,0.7127287798545566,0.6156240811460609,0.6216051999118588,0.04923146095998801,0.5842661608353124,0.6216051999118588,0.6520513045337045
0.3314157952746499,0.7341531459012198,0.6101737977391835,0.6179201627119897,0.06011227010773258,0.5757236547477609,0.6179201627119897,0.653768005944554
0.3720865120953103,0.7450363095287198,0.6136155638112007,0.6206832104723783,0.056271761127239465,0.5815627497488522,0.6206832104723783,0.6529261222374582
0.37593500477382114,0.7450047879417228,0.6105022650483538,0.6181298317252722,0.05934958934133789,0.574336941550897,0.6181298317252722,0.6542465873865401
0.0,0.7171927458128717,0.6055931970314035,0.6252021343475135,0.07564865044935445,0.5710857779576579,0.6252021343475135,0.6582316270763107
0.0,0.7486003690557159,0.610483806992283,0.625845919845315,0.06936948269242535,0.5849804003441722,0.625845919845315,0.6543053466056359
0.23431825745673188,0.7603762411232533,0.6091544492266143,0.6164499777403484,0.06555192030280663,0.5741590611582045,0.6164499777403484,0.6530999009999832
0.0,0.7498342012885229,0.6051791915805059,0.6242489593796617,0.07743552053967744,0.5651600659761964,0.6242489593796617,0.6593457838072831
0.0,0.7357568118123236,0.6059455182473931,0.6247771938823259,0.0814111936896021,0.5706501715215269,0.6247771938823259,0.6606181520775931
0.24140120349781957,0.736303313871918,0.6136805475830849,0.623002687519608,0.06167333470176027,0.5829837058925182,0.623002687519608,0.6580519516753693
0.24370264057870206,0.7594555219493344,0.6082197510625749,0.6208694820846222,0.07092441313004035,0.5693475973986607,0.6208694820846222,0.6568760486245823
0.34313248308287153,0.7688372430686131,0.6071993680145458,0.6142438392687304,0.06596593938111957,0.5661293668437446,0.6142438392687304,0.6530545867490143
0.24822616855610607,0.7646376802703575,0.5949672810451512,0.6060112768165528,0.07970694460442689,0.5489796941046308,0.6060112768165528,0.6527286524724402
0.0,0.7512859604999117,0.5813342033536237,0.6012228684273391,0.10593826699943716,0.5260942911195531,0.6012228684273391,0.658231174312796
0.0,0.7858436573950973,0.5817432216289253,0.5971105739806567,0.10411035258624701,0.5300005637471782,0.5971105739806567,0.655230547756317
0.0,0.748291214760883,0.583130991845858,0.6061157215499394,0.10384501359490023,0.5377880455721349,0.6061157215499394,0.6530982324099049
0.3809799199194471,0.7441548023225014,0.5967281834299842,0.6034335689142715,0.07034393030894548,0.5540013501967858,0.6034335689142715,0.648535637606534
0.0,0.7501745020992473,0.5872290769283912,0.6063003612522582,0.08827063257571861,0.5452315563783534,0.6063003612522582,0.6492232954817251
0.0,0.7560367031220048,0.5901763412840729,0.6095061283366765,0.08553847858446947,0.5517902330648194,0.6095061283366765,0.6459472007898109
0.0,0.7768186779889131,0.5844928634108593,0.5939729171705493,0.08458226774423713,0.5388190507560273,0.5939729171705493,0.6421035359014216
0.0,0.7543120403928445,0.5874269933359132,0.5986985735221092,0.0791101224999478,0.5465478122694092,0.5986985735221092,0.6417294088926938
0.0,0.7434941484853392,0.5850476150031282,0.5995630252580938,0.0888055300928494,0.5382271804561282,0.5995630252580938,0.6486628037582989
0.0,0.7631373180922987,0.5830251200937419,0.5994085416666983,0.09243787842698252,0.5395429929973811,0.5994085416666983,0.6441573243206009
0.0,0.7661830269822765,0.565198889051462,0.5874756523930958,0.1228878793964757,0.5157458423848178,0.5874756523930958,0.6499447825359033
0.0,0.7583907369399043,0.5788240156438706,0.599971053299416,0.10477160986490139,0.5294548446449474,0.599971053299416,0.6495119981703779
0.0,0.7792927447905119,0.5631090669338387,0.5853047277356294,0.11801126836389673,0.5110273276410443,0.5853047277356294,0.6406132650463577
0.0,0.7856991157987032,0.5521423939291917,0.577854093021197,0.13845121215506626,0.48859915493377953,0.577854093021197,0.6458086014185731
0.0,0.7704031405405698,0.5490592981057775,0.5801814337292766,0.1408125864242484,0.49417724775219113,0.5801814337292766,0.6422738511440691
0.0,0.7847445722977401,0.5473139599728007,0.5778672077469134,0.14640650786303355,0.49261788866682127,0.5778672077469134,0.646017920485042
0.0,0.7551095481368912,0.5358317760177977,0.5693672132326002,0.16351211716993586,0.4900394675358436,0.5693672132326002,0.6464470656471362
0.0,0.8088905047924835,0.5456467327794823,0.5696410838525336,0.13112088884066894,0.4930424153079857,0.5696410838525336,0.6304859910614176
0.0,0.7659445504494765,0.5182356317422507,0.5631883171548906,0.1648895702682893,0.456887491553792,0.5631883171548906,0.6271724376760996
0.0,0.7444366907392863,0.5200646580855703,0.5568009151298778,0.15920470198557077,0.45907277006810404,0.5568009151298778,0.6273485879485874
0.0,0.7914786784854089,0.5272736251842686,0.5607641775827941,0.15913355404783874,0.46122898971446474,0.5607641775827941,0.6299346665913728
0.0,0.7742809744118221,0.5125267355189592,0.5541146772659279,0.15950036948072033,0.45448644590992876,0.5541146772659279,0.6162715827416079
0.0,0.7679833272053019,0.49331518970642435,0.5389249322030377,0.18839258624961197,0.43863194352679713,0.5389249322030377,0.6230009534409087
0.0,0.7681464500939659,0.48513671524771995,0.5293070380442221,0.1865891291172549,0.40653801758550867,0.5293070380442221,0.6114689052443365
0.0,0.7785600510787085,0.4937113000979841,0.5335940650056549,0.18588786517485115,0.4185526325782391,0.5335940650056549,0.6210116751972661
0.0,0.7853325033922889,0.4625521216734759,0.518975527123895,0.21718720313350487,0.3895293892863024,0.518975527123895,0.6139939413066866
0.0,0.7628403841928688,0.4622629812123549,0.515804259611234,0.212829738971811,0.4125439129199221,0.515804259611234,0.6096278057467932
0.0,0.7709069517567647,0.46624646202495995,0.520847517456191,0.21164812493565388,0.3983698394771505,0.520847517456191,0.612815680215959
0.0,0.7987515662331665,0.41638387615758155,0.4775090744494437,0.23279535811621435,0.3705239187388649,0.4775090744494437,0.5802187765152992
0.0,0.7792386676207858,0.4579151187705058,0.5254877844387925,0.2161331820566527,0.4021706069682647,0.5254877844387925,0.6110230924937479
0.0,0.7591032852893745,0.44005951982167074,0.5117492666681847,0.22453405792778458,0.3990795348137925,0.5117492666681847,0.5913836355181576
0.0,0.7583017637856843,0.4316995499410036,0.5054603092485269,0.22480606711055956,0.3760086045916594,0.5054603092485269,0.584540112266873
0.0,0.7664880364785202,0.40780207121827317,0.47245927915246594,0.23977904611384454,0.37780140515768396,0.47245927915246594,0.5790971019155331
0.0,0.7983310337338813,0.427231729121859,0.4905024095927168,0.22789734364310638,0.3795773177537377,0.4905024095927168,0.5928856179486754
0.0,0.7807463357541997,0.4014128327752938,0.4619819639595035,0.241904716920822,0.3813358749543089,0.4619819639595035,0.572928165551589
0.0,0.7954200477055315,0.38083568213739594,0.4340035675502091,0.2470448594253893,0.0,0.4340035675502091,0.5706953044253685
0.0,0.7891992129496436,0.3631581472252473,0.4312025928700683,0.2497123981892223,0.0,0.4312025928700683,0.5517345862437226
0.0,0.7852574373395222,0.36767532144344495,0.4375428110702327,0.25607344283115957,0.0,0.4375428110702327,0.5640944030700457
0.0,0.7884986675906731,0.34284531753188013,0.4392853480181347,0.26614045763131244,0.0,0.4392853480181347,0.5550506907159212
0.0,0.7680480916045922,0.3598339010660482,0.44101061011437337,0.2618038603208721,0.0,0.44101061011437337,0.56330072842806
0.0,0.7842521586487247,0.3547516773551915,0.4427187824886071,0.2600938783182633,0.0,0.4427187824886071,0.5505700213624096
0.0,0.7805391510913553,0.31880147178288465,0.44440949218953607,0.2751822415793409,0.0,0.44440949218953607,0.556397609199033
0.0,0.8040606825830622,0.29192165222923366,0.42012318953124284,0.2758034292335581,0.0,0.42012318953124284,0.5352676164346329
